Itmcd,district,rate
EW1-009,BATTICALOA DISTRICT,104.1
EW1-010,BATTICALOA DISTRICT,94.65
EW1-011,BATTICALOA DISTRICT,1665.25
EW1-012,BATTICALOA DISTRICT,2319.35
EW1-013,BATTICALOA DISTRICT,2319.35
EW1-014,BATTICALOA DISTRICT,1700.95
EW1-015,BATTICALOA DISTRICT,88.65
"M1-004,M1-007,M1-008 AND M1-009",BATTICALOA DISTRICT,1417.5
M1-001,BATTICALOA DISTRICT,1417.5
M1-002,BATTICALOA DISTRICT,146.2
M1-003,BATTICALOA DISTRICT,124.25
M1-004,BATTICALOA DISTRICT,2150.25
M1-005,BATTICALOA DISTRICT,87.4
M1-006,BATTICALOA DISTRICT,102.2
M1-007,BATTICALOA DISTRICT,2834.7
M1-008,BATTICALOA DISTRICT,2275.75
M1-009,BATTICALOA DISTRICT,2015.45
M1-010,BATTICALOA DISTRICT,9311.55
M1-011,BATTICALOA DISTRICT,8835.15
M1-012,BATTICALOA DISTRICT,5039.19
M1-012A,BATTICALOA DISTRICT,5039.19
M1-013,BATTICALOA DISTRICT,6774.55
M1-013A,BATTICALOA DISTRICT,5241.6
S1-001,BATTICALOA DISTRICT,502.8
S1-002,BATTICALOA DISTRICT,495.15
S1-003,BATTICALOA DISTRICT,370.3
S1-004,BATTICALOA DISTRICT,192.7
S1-005,BATTICALOA DISTRICT,365.6
S1-006,BATTICALOA DISTRICT,188.95
S1-007,BATTICALOA DISTRICT,226
S1-008,BATTICALOA DISTRICT,276.75
S1-009,BATTICALOA DISTRICT,218.5
S1-010,BATTICALOA DISTRICT,269.25
S1-011,BATTICALOA DISTRICT,652.2
S1-012,BATTICALOA DISTRICT,633.2
S1-013,BATTICALOA DISTRICT,174.7
S1-014,BATTICALOA DISTRICT,167.55
S1-015,BATTICALOA DISTRICT,103.75
S1-016,BATTICALOA DISTRICT,207.5
S1-017,BATTICALOA DISTRICT,145.65
S1-017A,BATTICALOA DISTRICT,103.35
S1-017B,BATTICALOA DISTRICT,145
S1-018,BATTICALOA DISTRICT,180.35
S1-019,BATTICALOA DISTRICT,250.4
S1-020,BATTICALOA DISTRICT,250.4
S1-021,BATTICALOA DISTRICT,19.5
S1-022,BATTICALOA DISTRICT,208.15
S1-023,BATTICALOA DISTRICT,188
S1-024,BATTICALOA DISTRICT,342.55
S1-025,BATTICALOA DISTRICT,321.35
S1-026,BATTICALOA DISTRICT,6.2
S1-027,BATTICALOA DISTRICT,180.25
S1-028,BATTICALOA DISTRICT,42.8
S1-029,BATTICALOA DISTRICT,105.35
S1-030,BATTICALOA DISTRICT,213.85
S1-030A,BATTICALOA DISTRICT,722.3
S1-030B,BATTICALOA DISTRICT,722.3
S1-031,BATTICALOA DISTRICT,25352.25
S1-032,BATTICALOA DISTRICT,21343.25
S1-033,BATTICALOA DISTRICT,28133.25
S1-033A,BATTICALOA DISTRICT,19536.25
S1-034,BATTICALOA DISTRICT,2046.6
S1-034A,BATTICALOA DISTRICT,1623.2
S1-035,BATTICALOA DISTRICT,224.1
S1-035A,BATTICALOA DISTRICT,27.05
S1-036*,BATTICALOA DISTRICT,244.2
S1-036A*,BATTICALOA DISTRICT,276.85
S1-036B*,BATTICALOA DISTRICT,334.35
S1-036C*,BATTICALOA DISTRICT,289.25
S1-037,BATTICALOA DISTRICT,238.45
S1-038,BATTICALOA DISTRICT,167.45
S1-039,BATTICALOA DISTRICT,3068.05
S1-040*,BATTICALOA DISTRICT,247.3
S1-041,BATTICALOA DISTRICT,262.85
S1-042,BATTICALOA DISTRICT,832.15
DR1-001,BATTICALOA DISTRICT,1096.4
DR1-002,BATTICALOA DISTRICT,1512.9
DR1-003,BATTICALOA DISTRICT,1929.4
DR1-004,BATTICALOA DISTRICT,2137.7
DR1-005,BATTICALOA DISTRICT,1512.9
DR1-005A,BATTICALOA DISTRICT,807.25
DR1-006,BATTICALOA DISTRICT,5537
DR1-007,BATTICALOA DISTRICT,269
DR1-008,BATTICALOA DISTRICT,383.8
DR1-009,BATTICALOA DISTRICT,31.8
DR1-010,BATTICALOA DISTRICT,19.2
DR1-011,BATTICALOA DISTRICT,133.75
DR1-012,BATTICALOA DISTRICT,392.5
DR1-013,BATTICALOA DISTRICT,1629
DR1-014,BATTICALOA DISTRICT,48.2
DR1-015,BATTICALOA DISTRICT,353.25
ST1-001,BATTICALOA DISTRICT,4817.15
ST1-002,BATTICALOA DISTRICT,5613.95
ST1-003,BATTICALOA DISTRICT,2462.9
ST1-003A,BATTICALOA DISTRICT,2426.7
ST1-004,BATTICALOA DISTRICT,17927.8
ST1-005,BATTICALOA DISTRICT,18865.2
ST1-006,BATTICALOA DISTRICT,14316.45
ST1-007,BATTICALOA DISTRICT,15253.85
ST1-008,BATTICALOA DISTRICT,6881.65
ST1-009,BATTICALOA DISTRICT,8791.5
ST1-010,BATTICALOA DISTRICT,5505.3
ST1-011,BATTICALOA DISTRICT,1429.75
ST1-012,BATTICALOA DISTRICT,2894.1
ST1-013,BATTICALOA DISTRICT,678.35
ST1-014,BATTICALOA DISTRICT,3465.6
ST1-015,BATTICALOA DISTRICT,1151.65
ST1-016,BATTICALOA DISTRICT,512.5
ST1-017,BATTICALOA DISTRICT,1742.1
ST1-018,BATTICALOA DISTRICT,1462.05
ST1-019,BATTICALOA DISTRICT,108.7
ST1-020,BATTICALOA DISTRICT,1732.2
ST1-021,BATTICALOA DISTRICT,796.8
ST1-022,BATTICALOA DISTRICT,2390.45
ST1-023,BATTICALOA DISTRICT,1195.25
ST1-024,BATTICALOA DISTRICT,1593.65
ST1-025,BATTICALOA DISTRICT,796.8
ST1-026,BATTICALOA DISTRICT,1163.35
ST1-027,BATTICALOA DISTRICT,1381.85
ST1-028,BATTICALOA DISTRICT,1657.55
ST1-029,BATTICALOA DISTRICT,1876
ST1-030,BATTICALOA DISTRICT,1076.2
ST1-031,BATTICALOA DISTRICT,1319.7
ST1-032,BATTICALOA DISTRICT,1534.7
ST1-033,BATTICALOA DISTRICT,1754.3
ST1-034 *,BATTICALOA DISTRICT,19997.05
ST1-035 *,BATTICALOA DISTRICT,19836.75
ST1-036 *,BATTICALOA DISTRICT,18634.4
ST1-037 *,BATTICALOA DISTRICT,17694.7
ST1-038 *,BATTICALOA DISTRICT,21132.8
ST1-039 *,BATTICALOA DISTRICT,20171.05
ST1-040 *,BATTICALOA DISTRICT,24930.05
ST1-041 *,BATTICALOA DISTRICT,23978.2
ST1-042,BATTICALOA DISTRICT,24784.75
ST1-043,BATTICALOA DISTRICT,23686.4
ST1-044 *,BATTICALOA DISTRICT,28112.3
ST1-045 *,BATTICALOA DISTRICT,27432.7
ST1-046,BATTICALOA DISTRICT,27774.3
ST1-047,BATTICALOA DISTRICT,27081.45
ST1-048,BATTICALOA DISTRICT,29406.7
ST1-048A,BATTICALOA DISTRICT,27521
ST1-049,BATTICALOA DISTRICT,33853.55
ST1-050,BATTICALOA DISTRICT,38261.55
ST1-051,BATTICALOA DISTRICT,6735.65
ST1-052,BATTICALOA DISTRICT,5790.85
ST1-053,BATTICALOA DISTRICT,49.8
ST1-054,BATTICALOA DISTRICT,410.95
ST1-055,BATTICALOA DISTRICT,402.35
ST1-056,BATTICALOA DISTRICT,296.7
ST1-057,BATTICALOA DISTRICT,1841.25
ST1-057A,BATTICALOA DISTRICT,1010.15
ST1-058,BATTICALOA DISTRICT,85.8
ST1-059,BATTICALOA DISTRICT,131.2
ST1-060,BATTICALOA DISTRICT,136.7
ST1-061,BATTICALOA DISTRICT,4390.8
ST1-062,BATTICALOA DISTRICT,4110.05
ST1-063,BATTICALOA DISTRICT,4024.7
ST1-064,BATTICALOA DISTRICT,1953.6
ST1-065,BATTICALOA DISTRICT,2638.85
ST1-066,BATTICALOA DISTRICT,4480.65
ST1-067,BATTICALOA DISTRICT,7760.6
ST1-068,BATTICALOA DISTRICT,8182.65
ST1-069,BATTICALOA DISTRICT,11956.55
ST1-070,BATTICALOA DISTRICT,17927.4
ST1-071,BATTICALOA DISTRICT,28021.1
ST1-072,BATTICALOA DISTRICT,41663.4
ST1-073,BATTICALOA DISTRICT,935.55
ST1-074,BATTICALOA DISTRICT,998.3
ST1-075,BATTICALOA DISTRICT,1078.8
ST1-076,BATTICALOA DISTRICT,2097.5
ST1-077,BATTICALOA DISTRICT,3601.7
ST1-078,BATTICALOA DISTRICT,5153.85
ST1-079,BATTICALOA DISTRICT,1264.15
ST1-080,BATTICALOA DISTRICT,790.1
ST1-081,BATTICALOA DISTRICT,304.75
ST1-082,BATTICALOA DISTRICT,11101.6
ST1-083,BATTICALOA DISTRICT,1865.15
ST1-084,BATTICALOA DISTRICT,2486.9
ST1-085,BATTICALOA DISTRICT,378.05
ST1-086,BATTICALOA DISTRICT,266.5
ST1-087,BATTICALOA DISTRICT,455.6
ST1-088,BATTICALOA DISTRICT,266.55
ST1-089,BATTICALOA DISTRICT,319.2
ST1-090,BATTICALOA DISTRICT,1196.65
ST1-091,BATTICALOA DISTRICT,973.65
ST1-092,BATTICALOA DISTRICT,1249.6
ST1-093,BATTICALOA DISTRICT,2243.3
ST1-094,BATTICALOA DISTRICT,106.15
ST1-095,BATTICALOA DISTRICT,4271.2
ST1-096,BATTICALOA DISTRICT,6045.95
ST1-097,BATTICALOA DISTRICT,27333
ST1-098,BATTICALOA DISTRICT,1076.35
ST1-099,BATTICALOA DISTRICT,1382.4
ST1-099A,BATTICALOA DISTRICT,919.3
ST1-100,BATTICALOA DISTRICT,1895.65
ST1-101,BATTICALOA DISTRICT,3711.1
ST1-102,BATTICALOA DISTRICT,718.25
ST1-103,BATTICALOA DISTRICT,426.45
ST1-104,BATTICALOA DISTRICT,2640.25
ST1-105,BATTICALOA DISTRICT,1440.5
ST1-106,BATTICALOA DISTRICT,2122.15
ST1-107,BATTICALOA DISTRICT,71645.6
ST1-108,BATTICALOA DISTRICT,80458.55
ST1-109,BATTICALOA DISTRICT,46564.9
ST1-110,BATTICALOA DISTRICT,49691.65
ST1-111,BATTICALOA DISTRICT,1255.15
ST1-112,BATTICALOA DISTRICT,2131.5
ST1-113,BATTICALOA DISTRICT,4860.55
ST1-114,BATTICALOA DISTRICT,82.95
ST1-115,BATTICALOA DISTRICT,9147.65
ST1-116,BATTICALOA DISTRICT,9742.45
ST1-117,BATTICALOA DISTRICT,17189.35
"ST1-050, DEPENDING ON THE STRUCTURAL LOCATION.",BATTICALOA DISTRICT,1141.65
ST1-118,BATTICALOA DISTRICT,1141.65
ST1-119,BATTICALOA DISTRICT,352.95
ST1-120,BATTICALOA DISTRICT,1716
ST1-121,BATTICALOA DISTRICT,2370.95
ST1-122,BATTICALOA DISTRICT,2830.7
ST1-123,BATTICALOA DISTRICT,193.85
ST1-124,BATTICALOA DISTRICT,77.25
ST1-125,BATTICALOA DISTRICT,124.55
ST1-126,BATTICALOA DISTRICT,189.05
ST1-127,BATTICALOA DISTRICT,23435.15
ST1-128,BATTICALOA DISTRICT,17442.2
ST1-129,BATTICALOA DISTRICT,12474.1
ST1-130,BATTICALOA DISTRICT,9544.7
ST1-131,BATTICALOA DISTRICT,13387.7
ST1-132,BATTICALOA DISTRICT,143.5
ST1-133,BATTICALOA DISTRICT,7179.65
ST1-134,BATTICALOA DISTRICT,59.3
ST1-135,BATTICALOA DISTRICT,3441.5
ST1-136,BATTICALOA DISTRICT,10366.05
ST1-137,BATTICALOA DISTRICT,4689.95
ST1-138,BATTICALOA DISTRICT,14359.25
ST1-139,BATTICALOA DISTRICT,287
ST1-140,BATTICALOA DISTRICT,10324.5
ST1-141,BATTICALOA DISTRICT,191.35
ST1-142,BATTICALOA DISTRICT,7743.4
ST1-143,BATTICALOA DISTRICT,143.5
ST1-144,BATTICALOA DISTRICT,5162.25
ST1-145,BATTICALOA DISTRICT,95.65
ST1-146,BATTICALOA DISTRICT,5846.05
ST1-147,BATTICALOA DISTRICT,2788.45
ST1-148,BATTICALOA DISTRICT,1935.3
ST1-149,BATTICALOA DISTRICT,1096.7
ST1-150,BATTICALOA DISTRICT,762.75
ST1-151,BATTICALOA DISTRICT,6003.3
RF1-001,BATTICALOA DISTRICT,90.2
RF1-002,BATTICALOA DISTRICT,963.85
RF1-003,BATTICALOA DISTRICT,400.95
RF1-004,BATTICALOA DISTRICT,281.9
RF1-005,BATTICALOA DISTRICT,8928.5
RF1-006,BATTICALOA DISTRICT,5850.7
RF1-007,BATTICALOA DISTRICT,2086.15
RF1-008,BATTICALOA DISTRICT,1291.55
RF1-009,BATTICALOA DISTRICT,3137
RF1-009A,BATTICALOA DISTRICT,4621.05
RF1-010,BATTICALOA DISTRICT,812.75
RF1-011,BATTICALOA DISTRICT,3164.3
RS1-001,BATTICALOA DISTRICT,2292.75
RS1-002,BATTICALOA DISTRICT,500.55
RS1-003,BATTICALOA DISTRICT,3067.25
RS1-004,BATTICALOA DISTRICT,533.7
RS1-005,BATTICALOA DISTRICT,68.65
RS1-006,BATTICALOA DISTRICT,82.4
RS1-007,BATTICALOA DISTRICT,102.95
RS1-008,BATTICALOA DISTRICT,137.3
RS1-009,BATTICALOA DISTRICT,204.15
RS1-010,BATTICALOA DISTRICT,214.4
RS1-011,BATTICALOA DISTRICT,183.1
RS1-012,BATTICALOA DISTRICT,191.25
RS1-013,BATTICALOA DISTRICT,534.35
RS1-014,BATTICALOA DISTRICT,820.75
RS1-015,BATTICALOA DISTRICT,337.5
RS1-016,BATTICALOA DISTRICT,326.15
MS1-001,BATTICALOA DISTRICT,32212.25
MS1-002,BATTICALOA DISTRICT,459.3
MS1-003,BATTICALOA DISTRICT,531.25
MS1-004,BATTICALOA DISTRICT,412.25
MS1-005,BATTICALOA DISTRICT,3120.4
MS1-006,BATTICALOA DISTRICT,24087.05
MS1-007,BATTICALOA DISTRICT,1718.65
MS1-008,BATTICALOA DISTRICT,1727.1
MS1-009,BATTICALOA DISTRICT,75.35
MS1-010,BATTICALOA DISTRICT,2897.85
MS1-011,BATTICALOA DISTRICT,3083.1
MS1-012,BATTICALOA DISTRICT,2143.35
MS1-013,BATTICALOA DISTRICT,1495.75
MS1-014,BATTICALOA DISTRICT,1662.4
MS1-015,BATTICALOA DISTRICT,2514.05
MS1-016,BATTICALOA DISTRICT,2850.65
MS1-017,BATTICALOA DISTRICT,204.3
MS1-018,BATTICALOA DISTRICT,233.9
MS1-019,BATTICALOA DISTRICT,536.85
MS1-020,BATTICALOA DISTRICT,538.55
MS1-021,BATTICALOA DISTRICT,38.5
MS1-022,BATTICALOA DISTRICT,4.65
MS1-023,BATTICALOA DISTRICT,6.5
MS1-024,BATTICALOA DISTRICT,8.35
MS1-025,BATTICALOA DISTRICT,799.85
MS1-026,BATTICALOA DISTRICT,441.3
MS1-027,BATTICALOA DISTRICT,879.2
MS1-028,BATTICALOA DISTRICT,3378.8
MS1-029,BATTICALOA DISTRICT,986.55
MS1-030,BATTICALOA DISTRICT,1409.4
MS1-031,BATTICALOA DISTRICT,345.75
MS1-032,BATTICALOA DISTRICT,1844.1
MS1-033,BATTICALOA DISTRICT,523.15
MS1-034,BATTICALOA DISTRICT,849.8
MS1-035,BATTICALOA DISTRICT,1248.25
MS1-036,BATTICALOA DISTRICT,1646.65
MS1-037,BATTICALOA DISTRICT,2045.05
MS1-038,BATTICALOA DISTRICT,4925.7
MS1-039,BATTICALOA DISTRICT,61.95
MS1-040,BATTICALOA DISTRICT,103.5
MS1-041,BATTICALOA DISTRICT,125.45
MS1-042,BATTICALOA DISTRICT,170.35
MS1-043,BATTICALOA DISTRICT,419.05
MS1-044,BATTICALOA DISTRICT,441.5
MS1-045,BATTICALOA DISTRICT,708.8
MS1-046,BATTICALOA DISTRICT,699.8
MS1-047,BATTICALOA DISTRICT,359.85
MS1-048,BATTICALOA DISTRICT,316.25
MS1-049,BATTICALOA DISTRICT,342
MS1-050,BATTICALOA DISTRICT,114.85
MS1-051,BATTICALOA DISTRICT,3457.3
MS1-052,BATTICALOA DISTRICT,3899.55
MS1-053,BATTICALOA DISTRICT,881.5
MS1-054,BATTICALOA DISTRICT,178.1
MS1-055,BATTICALOA DISTRICT,25.35
MS1-056,BATTICALOA DISTRICT,405
MS1-057,BATTICALOA DISTRICT,9022.45
MS1-058,BATTICALOA DISTRICT,8836.25
MS1-059,BATTICALOA DISTRICT,699
MS1-060,BATTICALOA DISTRICT,25273.95
MS1-061,BATTICALOA DISTRICT,621.4
MS1-062,BATTICALOA DISTRICT,6893.85
MS1-063,BATTICALOA DISTRICT,8381.8
MS1-064,BATTICALOA DISTRICT,10010.65
MS1-065,BATTICALOA DISTRICT,28730.25
MS1-066,BATTICALOA DISTRICT,1255.65
MS1-067,BATTICALOA DISTRICT,4420.3
MS1-068,BATTICALOA DISTRICT,5893.75
MS1-069,BATTICALOA DISTRICT,4830.25
MS1-070,BATTICALOA DISTRICT,7174.95
MS1-071,BATTICALOA DISTRICT,7.5
B0-001,COLOMBO DISTRICT,3750
B0-002,COLOMBO DISTRICT,3500
B0-003,COLOMBO DISTRICT,3000
B0-004,COLOMBO DISTRICT,2600
B0-101,COLOMBO DISTRICT,100
B0-102,COLOMBO DISTRICT,9409.73
B0-103,COLOMBO DISTRICT,110
B0-104,COLOMBO DISTRICT,4691.16
B0-105,COLOMBO DISTRICT,17209.7
B0-106,COLOMBO DISTRICT,2420.66
B0-107,COLOMBO DISTRICT,4636.65
B0-108,COLOMBO DISTRICT,4039.47
B0-109,COLOMBO DISTRICT,9743.06
B0-110,COLOMBO DISTRICT,39239.18
B0-111,COLOMBO DISTRICT,21722.64
B0-112,COLOMBO DISTRICT,7937.39
B0-113,COLOMBO DISTRICT,32430.47
B0-114,COLOMBO DISTRICT,49632.69
B0-115,COLOMBO DISTRICT,37514.63
B0-116,COLOMBO DISTRICT,39159.97
B0-116A,COLOMBO DISTRICT,40370
B0-117,COLOMBO DISTRICT,11507.41
B0-118,COLOMBO DISTRICT,54.43
B0-118A,COLOMBO DISTRICT,49.25
B0-119,COLOMBO DISTRICT,55.63
B0-119A,COLOMBO DISTRICT,55.96
B0-120,COLOMBO DISTRICT,37.18
B0-120A,COLOMBO DISTRICT,3.79
B0-120B,COLOMBO DISTRICT,35.54
B0-121,COLOMBO DISTRICT,49032.66
B0-121A,COLOMBO DISTRICT,2908.02
B0-122,COLOMBO DISTRICT,13318.68
B0-123,COLOMBO DISTRICT,31657.17
B0-124,COLOMBO DISTRICT,54550.93
B0-124A,COLOMBO DISTRICT,44000.08
B0-125,COLOMBO DISTRICT,137.11
B0-126,COLOMBO DISTRICT,167.48
B0-127,COLOMBO DISTRICT,198.34
B0-128,COLOMBO DISTRICT,26315.21
B0-129,COLOMBO DISTRICT,11994.63
B0-129A,COLOMBO DISTRICT,11950.83
B0-130,COLOMBO DISTRICT,240.84
B0-130A,COLOMBO DISTRICT,82.05
B0-131,COLOMBO DISTRICT,10823.72
B0-131A,COLOMBO DISTRICT,10823.72
B0-131B,COLOMBO DISTRICT,491.99
B0-132,COLOMBO DISTRICT,2173.81
B0-133,COLOMBO DISTRICT,2086.1
B0-133A,COLOMBO DISTRICT,1128.79
B0-134,COLOMBO DISTRICT,2788.62
B0-135,COLOMBO DISTRICT,4127.71
B0-136,COLOMBO DISTRICT,14165.02
B0-137,COLOMBO DISTRICT,104.48
B0-138,COLOMBO DISTRICT,1389.02
B0-139,COLOMBO DISTRICT,1628.46
B0-140,COLOMBO DISTRICT,2628.89
B0-141,COLOMBO DISTRICT,6893.42
B0-142,COLOMBO DISTRICT,21022.31
B0-143,COLOMBO DISTRICT,2521.36
B0-144,COLOMBO DISTRICT,12430.21
B0-145,COLOMBO DISTRICT,19502.23
B0-146,COLOMBO DISTRICT,12104.26
B0-146A,COLOMBO DISTRICT,15930.35
B0-147,COLOMBO DISTRICT,33724.61
B0-147A,COLOMBO DISTRICT,19605.45
B0-148,COLOMBO DISTRICT,266.81
B0-149,COLOMBO DISTRICT,1918.3
B0-150,COLOMBO DISTRICT,1918.3
B0-151,COLOMBO DISTRICT,348.78
B0-151A,COLOMBO DISTRICT,6945.41
B0-152,COLOMBO DISTRICT,1918.3
B0-153,COLOMBO DISTRICT,271.22
B0-154,COLOMBO DISTRICT,8598.24
B0-155,COLOMBO DISTRICT,12362.04
B0-156,COLOMBO DISTRICT,7885.53
B0-157,COLOMBO DISTRICT,679.05
B0-158,COLOMBO DISTRICT,494.41
B0-159,COLOMBO DISTRICT,6430.2
B0-160,COLOMBO DISTRICT,3500
B0-161,COLOMBO DISTRICT,7000
B0-162,COLOMBO DISTRICT,3750
B0-201,COLOMBO DISTRICT,1766.78
B0-202,COLOMBO DISTRICT,1590.11
B0-301,COLOMBO DISTRICT,2120.14
B0-302,COLOMBO DISTRICT,2663.44
B0-303,COLOMBO DISTRICT,2120.14
B0-304,COLOMBO DISTRICT,2120.14
B0-305,COLOMBO DISTRICT,2120.14
B0-308A,COLOMBO DISTRICT,2826.86
B0-309,COLOMBO DISTRICT,2826.86
B0-310,COLOMBO DISTRICT,2120.14
B0-311,COLOMBO DISTRICT,2000
B0-312,COLOMBO DISTRICT,2826.86
B0-313,COLOMBO DISTRICT,2950.53
B0-314,COLOMBO DISTRICT,2765.15
B0-315,COLOMBO DISTRICT,2269.9
B0-316,COLOMBO DISTRICT,2269.9
B0-331,COLOMBO DISTRICT,8252.62
B0-332,COLOMBO DISTRICT,8252.62
B0-340,COLOMBO DISTRICT,22000
B0-351,COLOMBO DISTRICT,202.97
B0-351A,COLOMBO DISTRICT,202.97
B0-352,COLOMBO DISTRICT,167.58
B0-353,COLOMBO DISTRICT,166.72
B0-354,COLOMBO DISTRICT,173.68
B0-355,COLOMBO DISTRICT,210.91
B0-355A,COLOMBO DISTRICT,210.91
B0-355B,COLOMBO DISTRICT,208.91
B0-355C,COLOMBO DISTRICT,208.91
B0-356,COLOMBO DISTRICT,384.28
B0-357,COLOMBO DISTRICT,250.43
B0-358,COLOMBO DISTRICT,275
B0-359,COLOMBO DISTRICT,120
B0-361A,COLOMBO DISTRICT,18937
B0-361B,COLOMBO DISTRICT,9173
B0-362,COLOMBO DISTRICT,16736
B0-362A,COLOMBO DISTRICT,18084
B0-362B,COLOMBO DISTRICT,9187
B0-365,COLOMBO DISTRICT,23545
B0-365A,COLOMBO DISTRICT,23748
B0-366,COLOMBO DISTRICT,15104
B0-366A,COLOMBO DISTRICT,15008
B0-380,COLOMBO DISTRICT,34550
B0-381,COLOMBO DISTRICT,36325
B0-382,COLOMBO DISTRICT,37325
B0-383,COLOMBO DISTRICT,39550
B0-384,COLOMBO DISTRICT,43200
B0-385,COLOMBO DISTRICT,45800
B0-386,COLOMBO DISTRICT,180
B0-387,COLOMBO DISTRICT,1680
B0-388,COLOMBO DISTRICT,350
B0-391,COLOMBO DISTRICT,281.7
B0-392,COLOMBO DISTRICT,133.15
B0-393,COLOMBO DISTRICT,130
B0-394,COLOMBO DISTRICT,131.25
B0-395,COLOMBO DISTRICT,2473
B0-396,COLOMBO DISTRICT,2276.75
B0-397,COLOMBO DISTRICT,490
B0-401,COLOMBO DISTRICT,2501.6
B0-411,COLOMBO DISTRICT,370.75
B0-411A,COLOMBO DISTRICT,370.75
B0-431,COLOMBO DISTRICT,499.2
B0-432,COLOMBO DISTRICT,570
B0-433,COLOMBO DISTRICT,2058
B0-434,COLOMBO DISTRICT,4290.5
B0-435,COLOMBO DISTRICT,5507.75
B0-441,COLOMBO DISTRICT,153
B0-442,COLOMBO DISTRICT,2438
B0-443,COLOMBO DISTRICT,2438
B0-444,COLOMBO DISTRICT,2438
B0-445,COLOMBO DISTRICT,2438
B0-446,COLOMBO DISTRICT,1219
B0-446A,COLOMBO DISTRICT,2438
B0-447,COLOMBO DISTRICT,1219
B0-447A,COLOMBO DISTRICT,1219
B0-441B,COLOMBO DISTRICT,153
B0-442B,COLOMBO DISTRICT,1500
B0-443B,COLOMBO DISTRICT,2000
B0-444B,COLOMBO DISTRICT,2500
B0-445B,COLOMBO DISTRICT,3000
B0-446B,COLOMBO DISTRICT,4250
B0-447B,COLOMBO DISTRICT,1219
B0-448,COLOMBO DISTRICT,2275
B0-449,COLOMBO DISTRICT,1150
B0-449A,COLOMBO DISTRICT,637.5
B0-450,COLOMBO DISTRICT,4675
B0-451,COLOMBO DISTRICT,6125
B0-452,COLOMBO DISTRICT,5900
B0-453,COLOMBO DISTRICT,1025
B0-454,COLOMBO DISTRICT,2250
B0-455,COLOMBO DISTRICT,154
B0-456,COLOMBO DISTRICT,3600
B0-457,COLOMBO DISTRICT,8050
B0-458,COLOMBO DISTRICT,12450
B0-459,COLOMBO DISTRICT,5650
B0-460,COLOMBO DISTRICT,73.5
B0-461,COLOMBO DISTRICT,86.5
B0-501,COLOMBO DISTRICT,2054.3
B0-502,COLOMBO DISTRICT,830.9
B0-503,COLOMBO DISTRICT,1087.75
B0-504,COLOMBO DISTRICT,167.7
B0-505,COLOMBO DISTRICT,77.2
B0-506,COLOMBO DISTRICT,3722.9
B0-507,COLOMBO DISTRICT,1161.8
B0-508,COLOMBO DISTRICT,12
B0-531,COLOMBO DISTRICT,173.68
B0-534,COLOMBO DISTRICT,364.45
B0-537,COLOMBO DISTRICT,28.95
B0-541,COLOMBO DISTRICT,2602.45
B0-542,COLOMBO DISTRICT,1753.45
B0-543,COLOMBO DISTRICT,2394
B0-544,COLOMBO DISTRICT,2394
B0-545,COLOMBO DISTRICT,3532.99
B0-546,COLOMBO DISTRICT,3057.29
B0-547,COLOMBO DISTRICT,3454.86
B0-548,COLOMBO DISTRICT,3005.21
B0-601,COLOMBO DISTRICT,454
B0-602,COLOMBO DISTRICT,163.33
B0-611,COLOMBO DISTRICT,2388.94
B0-612,COLOMBO DISTRICT,405
B0-613,COLOMBO DISTRICT,400
B0-614,COLOMBO DISTRICT,132
B0-615,COLOMBO DISTRICT,370.45
B0-616,COLOMBO DISTRICT,3441.76
B0-631,COLOMBO DISTRICT,300
B0-632,COLOMBO DISTRICT,55.1
B0-632A,COLOMBO DISTRICT,71.8
B0-633,COLOMBO DISTRICT,160.95
B0-634,COLOMBO DISTRICT,99
B0-635,COLOMBO DISTRICT,119.53
B0-636,COLOMBO DISTRICT,250
B0-636B,COLOMBO DISTRICT,400
B0-636C,COLOMBO DISTRICT,4761.1
B0-636D,COLOMBO DISTRICT,6851.95
B0-636E,COLOMBO DISTRICT,7305
B0-637,COLOMBO DISTRICT,400
B0-637A,COLOMBO DISTRICT,480.7
B0-637B,COLOMBO DISTRICT,400
B0-637C,COLOMBO DISTRICT,600
B0-637D,COLOMBO DISTRICT,250
B0-637E,COLOMBO DISTRICT,400
B0-637F,COLOMBO DISTRICT,600
B0-637G,COLOMBO DISTRICT,1000
B0-638,COLOMBO DISTRICT,2694.73
B0-639,COLOMBO DISTRICT,922.5
B0-639A,COLOMBO DISTRICT,922.5
B0-639B,COLOMBO DISTRICT,922.5
B0-640,COLOMBO DISTRICT,7096.55
B0-641,COLOMBO DISTRICT,1581.7
B0-642,COLOMBO DISTRICT,33894
B0-643,COLOMBO DISTRICT,6906.95
B0-644,COLOMBO DISTRICT,2560
B0-645,COLOMBO DISTRICT,579.07
B0-646,COLOMBO DISTRICT,3013.5
B0-647,COLOMBO DISTRICT,35.9
B0-648,COLOMBO DISTRICT,140.31
B0-649,COLOMBO DISTRICT,150.06
B0-704,COLOMBO DISTRICT,1100
B0-705,COLOMBO DISTRICT,2750
B0-711,COLOMBO DISTRICT,110
B0-712,COLOMBO DISTRICT,220
B0-713,COLOMBO DISTRICT,440
B0-714,COLOMBO DISTRICT,770
B0-715,COLOMBO DISTRICT,550
B0-716,COLOMBO DISTRICT,82.5
B0-717,COLOMBO DISTRICT,440
B0-718,COLOMBO DISTRICT,550
B0-720,COLOMBO DISTRICT,110
B0-723,COLOMBO DISTRICT,220
